archieve_ident,title,classification,platform
106.ARCSS001,"Air and Ground Surface Temperatures From the Kuparuk Basin, Alaska, 1994-1996",Meteorology,Meteorological Tower
106.ARCSS002,"Alaska North Slope (Sagavanirktok River) Meteorological Data, 1994 and 1995",Meteorology,
106.ARCSS003,"Arctic Cyclone Track Data Set, 1966-1993",Meteorology,
106.ARCSS005,Automated Weather Station Data for Greenland Ice Core Locations,Meteorology,
106.ARCSS007,"Eddy Flux Data, Alaska North Slope, 1994-1996",Meteorology,Flux Tower
106.ARCSS012,"Meteorology, Vegetation, Radiation, Microtopography, and Thaw Depth Data, Alaska, 1995-1996",Meteorology,
106.ARCSS014,"NOAA/CMDL World Climate Data, Global Historical Climatology Network for Alaska",Meteorology,
106.ARCSS015,"Meteorological and Hydrographic Data, Kuparuk River Watershed",Meteorology,Meteorological Tower
106.ARCSS022,Large Area Estimates of Carbon Fluxes of Arctic Landscapes,Meteorology,
106.ARCSS040,"Air Temperature and Thaw Depth, North Slope, Alaska: Field Measurements (1995-97) and Computed Values",Meteorology,
106.ARCSS051,LAII Alaska Landscape Flux Survey NOAA/ATDD Long-EZ Aircraft Data,Meteorology,"Aircraft, Research"
106.ARCSS087,"N-Factor Values and Air and Ground Surface Temperatures, Kuparuk River Basin, Alaska",Meteorology,Vegetation Sampling
106.ARCSS100,"Vertical Boundary Layer Profiles for Ozone and Meteorological Parameters at Summit, Greenland, 2000",Meteorology,Tethered Balloon
106.ARCSS108,"Methane Flux Measurements, Happy Valley, AK, 1994",Meteorology,Eddy Correlation Flux
106.ARCSS114,Growing Season Energy and CO2 Fluxes over a Larch Forest Tundra Ecosystem in Siberia,Meteorology,Eddy Correlation Flux
106.ARCSS159,"Influence of Ocean Surface Conditions on the Regional Climate of the Northernmost Atlantic, 1988-2004",Meteorology,SURFRAD
106.ARCSS173,"Meteorological and Radio Brightness Observations of Thawing Permafrost Near Toolik Lake, Alaska, 2004",Meteorology,Snow Depth
106.ARCSS901,"Meteorological, Radiation, Soil, and Snow Data from Alaska Sites, 1998-2002",Meteorology,Vegetation Sampling
106.ARCSS902,"East Siberian Air, Ground Temperature, and Snow Depth Measurements, 1882-1994",Meteorology,Snow Depth
106.ARCSS903,"Alaskan Air, Ground, Snow, and Soil Temperatures, 1998-2001",Meteorology,
106.ARCSS907,Air and Soil Temperatures from Sites in Alaska 1995-2001,Meteorology,Snow Depth
106.ARCSS908,"Climate Data from Barrow and Atqasuk, Alaska, 1995-2001",Meteorology,
13.101,"Tower, 20m flux multi-level msmts (PRELIMINARY)",Meteorology,Surface Energy Budget
13.102,"Ice Camp Surface Mesonet NCAR PAM-III, Atlanta site.(GIF)",Meteorology,NCAR PAM Mesonet
13.103,"Ice Camp Surface Mesonet NCAR PAM-III, Baltimore site.(GIF)",Meteorology,NCAR PAM Mesonet
13.104,"Ice Camp Surface Mesonet NCAR PAM-III, Cleveland site.(GIF)",Meteorology,NCAR PAM Mesonet
13.105,"Ice Camp Surface Mesonet NCAR PAM-III, Florida site.(GIF)",Meteorology,NCAR PAM Mesonet
13.106,"Ice Camp Surface Mesonet NCAR PAM-III, site position/drift.(GIF)",Meteorology,NCAR PAM Mesonet
13.107,"Tower, PRELIMINARY 10m SPO surface met data. (ASCII)",Meteorology,Surface Energy Budget
13.108,"Tower, PRELIMINARY 10m SPO surface met data plots(station1). (GIF)",Meteorology,Surface Energy Budget
13.109,"Tower, PRELIMINARY 10m SPO surface met data plots(station2). (GIF)",Meteorology,Surface Energy Budget
13.112,Ice Camp Surface Ship Weather Reports (ASCII),Meteorology,GTS Surface Platforms
13.118,ETL Radar-Lidar 10-min Cloud Physical Properties,Meteorology,
13.119,ETL Reprocessed Microwave Radiometer Retrievals,Meteorology,MWR
13.120,ETL Radar-based Cloud Microphysics Retrievals,Meteorology,
13.121,ASFG PAM Surface Temperatures,Meteorology,NCAR PAM Mesonet
13.123,AVHRR Polar Pathfinder Derived Satellite Products for SHEBA,Meteorology,"Satellite, NOAA AVHRR Imagery"
13.124,Depolarization and Backscatter Unattended Lidar dataset (10 Minute Averages),Meteorology,
13.125,Depolarization and Backscatter Unattended Lidar dataset (10 Second Averages),Meteorology,
13.201,"Soundings, PRELIM Ice Camp NCAR/GLAS SkewT Plots. (jpg)",Meteorology,"Rawinsonde, CLASS"
13.202,"Soundings, PRELIM Ice Camp NCAR/GLAS raobs. (ASCII)",Meteorology,"Rawinsonde, CLASS"
13.203,"Soundings, PRELIM Ice Camp UAF tethered balloon. (GIF)(UAF)",Meteorology,Tethered Balloon
13.204,"Soundings, Ice Camp UAF tethered balloon Data (ASCII)(UAF)",Meteorology,Tethered Balloon
13.301,"LIDAR, ETL DABUL system;FINAL 10-min avg Depol Ratio(GIF)",Meteorology,"Radar, Research Doppler"
13.302,"LIDAR, ETL DABUL system;FINAL 10-min avg Far-para intensity.(GIF)",Meteorology,"Radar, Research Doppler"
13.310,"Radar, ETL vertically pointing; Final 12-hr Radar Reflectivity Images (GIF)",Meteorology,"Radar, Research Doppler"
13.311,"Radar, ETL vertically pointing; Final 12-hr Radar Velocity Images (GIF)",Meteorology,"Radar, Research Doppler"
13.312,"Radar, ETL vertically pointing; Final 12-hr Merged Radar Data (netCDF)",Meteorology,"Radar, Research Doppler"
13.313,"Radar, ETL vertically pointing; Final Cloud Boundaries (netCDF)",Meteorology,"Radar, Research Doppler"
13.314,"Radar, ETL vertically pointing; Final Cloud Boundaries (ASCII)",Meteorology,"Radar, Research Doppler"
13.315,"LIDAR, ETL DABUL System; 10-min avg cloud base/top heights, depol ratio (ASCII)",Meteorology,"Radar, Research Doppler"
13.316,Ice Camp Scintillometer Data,Meteorology,SHEBA Scintillometer
13.401,Satellite NOAA polar orbiter IR Composite Image.(GIF),Meteorology,"Satellite, NOAA AVHRR Imagery"
13.402,"Satellite NOAA-12, band 3 imagery (GIF)",Meteorology,"Satellite, NOAA-12"
13.403,"Satellite NOAA-12, band 4 imagery(GIF)",Meteorology,"Satellite, NOAA-12"
13.404,Satellite NOAA-14 11micron channel images (GIF),Meteorology,"Satellite, NOAA-14"
13.405,Satellite NOAA-14 3.7micron channel images (GIF),Meteorology,"Satellite, NOAA-14"
13.406,Satellite NOAA-14 1km hi res IR images (GIF),Meteorology,"Satellite, NOAA-14"
13.408,Satellite NOAA-14 VIS images (GIF),Meteorology,"Satellite, NOAA-14"
13.409,Satellite NOAA-12 11micron channel images (GIF),Meteorology,"Satellite, NOAA-14"
13.410,Satellite NOAA-12/14 1km hi res VIS images (GIF),Meteorology,
13.411,"Satellite NOAA 12/14, NSA AVHRR Data (Link to ARM)",Meteorology,"Satellite, NOAA AVHRR Imagery"
13.413,Satellite NOAA/NASA Polar Pathfinder SHEBA grids (Link to NSIDC),Meteorology,"Satellite, NOAA AVHRR Imagery"
13.450,Buoy: IABP Twelve-hourly Pressure and Temp Data,Meteorology,
13.451,Buoy: IABP Twelve-hourly Pressure and Temp Data,Meteorology,
13.601,Aircraft NCAR C-130 Low-rate Data (netCDF),Meteorology,"Aircraft, NSF/NCAR C-130"
13.602,Aircraft NCAR C-130 Documentation and Data Quality Materials (Link to NCAR/RAF),Meteorology,"Aircraft, NSF/NCAR C-130"
13.603,Aircraft NCAR C-130 High-rate Data (netCDF),Meteorology,"Aircraft, NSF/NCAR C-130"
13.605,Aircraft UW Convair 580 Data Summaries and documentation (Link to UW/CARG),Meteorology,"Aircraft, Research"
13.701,Model MRF 200mb analysis (GIF),Meteorology,NMC forecasts
13.702,Model MRF 500mb analysis(0000 UTC) (GIF),Meteorology,NMC forecasts
13.703,Model MRF Surface analysis 0000 UTC (GIF),Meteorology,NMC forecasts
13.704,Model MRF Surface 24 hour forecast (GIF),Meteorology,NMC forecasts
13.705,Model MRF Surface 48 hour forecast (GIF),Meteorology,NMC forecasts
13.706,Model MRF Surface 72 hour forecast (GIF),Meteorology,NMC forecasts
13.708,"Satellite NOAA 12 IR, sfc temps,winds, 500mb heights (GIF)",Meteorology,"Satellite, NOAA-12"
13.709,"Model 24 hour forecast sfc temps,winds, 500mb heights (GIF)",Meteorology,NMC forecasts
13.710,"Model 48 hour forecast sfc temps,winds, 500mb heights (GIF)",Meteorology,NMC forecasts
13.711,"Model 72 hour forecast sfc temps,winds, 500mb heights (GIF)",Meteorology,NMC forecasts
13.712,Model MRF 500mb 48 hour forecast (GIF),Meteorology,NMC forecasts
13.720,"Buoy, ARGOS Position Data (ASCII)",Meteorology,AES
13.721,Model ECMWF Column Output (ASCII),Meteorology,NMC gridded models
13.722,"Ice Camp Surface Mesonet NCAR PAM-III, Atlanta site.(ASCII)",Meteorology,NCAR PAM Mesonet
13.723,"Ice Camp Surface Mesonet NCAR PAM-III, Baltimore site.(ASCII)",Meteorology,NCAR PAM Mesonet
13.724,"Ice Camp Surface Mesonet NCAR PAM-III, Cleveland site.(ASCII)",Meteorology,NCAR PAM Mesonet
13.725,"Ice Camp Surface Mesonet NCAR PAM-III, Florida site.(ASCII)",Meteorology,NCAR PAM Mesonet
13.734,"Ice Camp Surface Mesonet NCAR PAM-III, Seattle site.(GIF)",Meteorology,NCAR PAM Mesonet
13.735,Ice Camp Daily Precipitation Amount (ASCII),Meteorology,SHEBA SPO Nipher snow guage
13.736,"Ice Camp Surface Mesonet NCAR PAM-III, Maui site.(GIF)",Meteorology,NCAR PAM Mesonet
13.737,"Ice Camp Surface Mesonet NCAR PAM-III, Maui site.(ASCII)",Meteorology,NCAR PAM Mesonet
13.738,"Ice Camp Surface Mesonet NCAR PAM-III, Seattle site.(ASCII)",Meteorology,NCAR PAM Mesonet
13.746,Model ECMWF Column Output (netCDF),Meteorology,NMC gridded models
13.805,AVHRR Polar Pathfinder 5-km regional products,Meteorology,
13.807,Satellite AVHRR Polar Pathfinder 5-km SHEBA drift track products,Meteorology,
13.808,Satellite AVHRR-derived cloud and radiation data (CASPR),Meteorology,
13.811,EASE gridded NCEP fields - Statistical summaries of climatological variables,Meteorology,
13.817,SHEBA PAM Project Report,Meteorology,
13.818,Integrated observational dataset for model validation,Meteorology,
13.823,Ice Mass Balance,Meteorology,
13.828,Snow Cover Measurements,Meteorology,
13.829,SHEBA Snow and Ice Studies CD,Meteorology,
13.831,Satellite AVHRR Overpass data (Terascan Format),Meteorology,
13.832,GLASS Sounding Data Humidity Corrections,Meteorology,
13.834,SHEBA Composite Data Observations,Meteorology,Ship
13.838,Ice Camp Surface Mesonet NCAR PAM-III 1 hour (FINAL) ,Meteorology,NCAR PAM Mesonet
13.839,Ice Camp Surface Mesonet NCAR PAM-III 5 minute (FINAL),Meteorology,NCAR PAM Mesonet
209.075,CAWCR MJO Monitoring Imagery,Meteorology,
209.076,JTWC Tropical Cyclone Track Imagery,Meteorology,
209.107,JMA Best Track Data,Meteorology,
46.731,Council NCAR ISS High Resolution Soundings - Tundra Site (C2),Meteorology,"Rawinsonde, NCAR/ISS"
46.732,Council NCAR ISS High Resolution Soundings - Tundra Site (C2),Meteorology,"Rawinsonde, NCAR/ISS"
46.733,Council NCAR ISS High Resolution Soundings - Dry Tundra Site (C8),Meteorology,"Rawinsonde, NCAR/ISS"
46.742,Ivotuk 2000: Snow Depth Data and Image,Meteorology,
46.768,Council Meteorological Data - Station C1,Meteorology,
46.769,Council Radiation Data - Station C1,Meteorology,
46.770,Council Soil Data - Station C1,Meteorology,
46.771,Council Meteorological Data - Station C2,Meteorology,
46.772,Council Radiation Data - Station C2,Meteorology,
46.773,Council Soil Data - Station C2,Meteorology,
46.774,Council Meteorological Data - Station C3,Meteorology,
46.775,Council Radiation Data - Station C3,Meteorology,
46.776,Council Snow Depth Data - Station C3,Meteorology,
46.777,Council Soil Data - Station C3,Meteorology,
46.778,Ivotuk Meteorological Data - Station Met1,Meteorology,
46.779,Ivotuk Radiation Data - Station Met1,Meteorology,
46.780,Ivotuk Snow Depth Data - Station Met1,Meteorology,
46.781,Ivotuk Soil Data - Station Met1,Meteorology,
46.782,Ivotuk Meteorological Data - Station Met2,Meteorology,
46.783,Ivotuk Radiation Data - Station Met2,Meteorology,
46.784,Ivotuk Snow Depth Data - Station Met2,Meteorology,
46.785,Ivotuk Soil Data - Station Met2,Meteorology,
46.786,Kougarok Meteorological Data - Station K1,Meteorology,
46.787,Kougarok Radiation Data - Station K1,Meteorology,
46.788,Kougarok Soil Data - Station K1,Meteorology,
46.789,Kougarok Meteorological Data - Station K2,Meteorology,
46.790,Kougarok Radiation Data - Station K2,Meteorology,
46.791,Kougarok Soil Data - Station K2,Meteorology,
46.792,Kougarok Meteorological Data - Station K3,Meteorology,
46.793,Kougarok Radiation Data - Station K3,Meteorology,
46.794,Kougarok Soil Data - Station K3,Meteorology,
46.804,Satellite Data Resources,Meteorology,
46.805,Surface Meteorological Data Resources,Meteorology,
46.817,Barrow Urban Heat Island Air Temperatures (Excel),Meteorology,
46.818,Barrow Urban Heat Island Air Temperatures (ASCII),Meteorology,
46.819,Council Temperature and Soil Moisture Data (Excel),Meteorology,
46.820,Council Temperature and Soil Moisture Data (ASCII),Meteorology,
62.036,USCGC Healy Cruise HLY-02-01 Underway Data,Meteorology,Ship
62.037,USCGC Healy Cruise HLY-02-03 Underway Data,Meteorology,Ship
62.042,USCGC Healy HLY-02-01 Ship Log - Weather Information,Meteorology,Ship
62.043,USCGC Healy HLY-02-03 Ship Log -  Weather Information,Meteorology,Ship
62.055,Alpha Helix 2002 Bering Strait Cruise Underway Data,Meteorology,Ship
62.064,USCGC Healy HLY-02-01 Hourly Position and Weather Data,Meteorology,
62.065,USCGC Healy HLY-02-01 1-Minute Position and Weather Data,Meteorology,
62.066,USCGC Healy HLY-02-03 Hourly Position and Weather Data,Meteorology,
62.067,USCGC Healy HLY-02-03 1-Minute Position and Weather Data,Meteorology,
62.075,HLY-02-01 Satellite DMSP and HRPT Overpass Data,Meteorology,
62.079,"HLY-02-01 Satellite, DMSP OLS Visible Imagery",Meteorology,"Satellite, DMSP"
62.080,"HLY-02-01 Satellite, DMSP OLS 1 KM Visible Imagery",Meteorology,"Satellite, DMSP"
62.081,"HLY-02-01 Satellite, DMSP OLS Infrared Imagery",Meteorology,"Satellite, DMSP"
62.082,"HLY-02-01 Satellite, AVHRR 1KM Channel 1 Imagery",Meteorology,"Satellite, NOAA AVHRR Imagery"
62.083,"HLY-02-01 Satellite, AVHRR 1KM Channel 2 Imagery",Meteorology,"Satellite, NOAA AVHRR Imagery"
62.084,"HLY-02-01 Satellite, AVHRR 1KM Channel 5 Imagery",Meteorology,"Satellite, NOAA AVHRR Imagery"
62.085,"HLY-02-01 Satellite, AVHRR Channel 1 Imagery",Meteorology,"Satellite, NOAA AVHRR Imagery"
62.086,"HLY-02-01 Satellite, AVHRR Channel 2 Imagery",Meteorology,"Satellite, NOAA AVHRR Imagery"
62.087,"HLY-02-01 Satellite, AVHRR Channel 5 Imagery",Meteorology,"Satellite, NOAA AVHRR Imagery"
62.091,HLY-02-01 Ship Underway Data - Relative Humidity (Plot),Meteorology,Ship
62.092,HLY-02-01 Ship Underway Data - Atmospheric Pressure (Plot),Meteorology,Ship
62.093,HLY-02-01 Ship Underway Data - Temperature/Dew Point (Plot),Meteorology,Ship
62.094,HLY-02-01 Ship Underway Data - True Wind Speed and Direction (Plot),Meteorology,Ship
62.095,"HLY-02-03 Satellite, DMSP OLS 0.5KM Visible Imagery",Meteorology,"Satellite, DMSP"
62.096,"HLY-02-03 Satellite, DMSP OLS 1KM Visible Imagery",Meteorology,"Satellite, DMSP"
62.097,"HLY-02-03 Satellite, DMSP OLS Visible Imagery",Meteorology,"Satellite, DMSP"
62.098,"HLY-02-03 Satellite, DMSP OLS Infrared Imagery",Meteorology,"Satellite, DMSP"
62.099,"HLY-02-03 Satellite, AVHRR 1KM Channel 1 Imagery",Meteorology,"Satellite, NOAA AVHRR Imagery"
62.100,"HLY-02-03 Satellite, AVHRR 1KM Channel 2 Imagery",Meteorology,"Satellite, NOAA AVHRR Imagery"
62.101,"HLY-02-03 Satellite, AVHRR 1KM Channel 5 Imagery",Meteorology,"Satellite, NOAA AVHRR Imagery"
62.102,"HLY-02-03 Satellite, AVHRR  Channel 1 Imagery",Meteorology,"Satellite, NOAA AVHRR Imagery"
62.103,"HLY-02-03 Satellite, AVHRR  Channel 2 Imagery",Meteorology,"Satellite, NOAA AVHRR Imagery"
62.104,"HLY-02-03 Satellite, AVHRR  Channel 5 Imagery",Meteorology,"Satellite, NOAA AVHRR Imagery"
62.110,HLY-02-03 Ship Underway Data - Relative Humidity (Plot),Meteorology,Ship
62.111,HLY-02-03 Ship Underway Data - Atmospheric Pressure (Plot),Meteorology,Ship
62.112,HLY-02-03 Ship Underway Data - Temperature/Dew Point (Plot),Meteorology,Ship
62.113,HLY-02-03 Ship Underway Data - True Wind Speed and Direction (Plot),Meteorology,Ship
62.116,Nathaniel B. Palmer Cruise NBP0304A Underway Data,Meteorology,Ship
62.121,Nathaniel B. Palmer Cruise NBP03-04a JGOFS Data,Meteorology,Ship
62.124,Nathaniel B. Palmer Cruise NBP03-04a PCO2 Data,Meteorology,Ship
62.127,USCGC Healy HLY-03-03 Ship Log -  Weather Information,Meteorology,Ship
62.151,Alpha Helix 2000 Bering Strait Cruise Underway Data,Meteorology,Ship
62.152,Alpha Helix 2001 Bering Strait Cruise Underway Data,Meteorology,Ship
62.153,Alpha Helix 2003 Bering Strait Cruise Underway Data,Meteorology,Ship
62.160,HLY-04-02 Underway Data,Meteorology,Ship
62.167,Alpha Helix 2004 Bering Strait Cruise Underway Data,Meteorology,Ship
62.170,HLY-03-03 Underway Data,Meteorology,Ship
62.171,HLY-04-03 Weather Logs,Meteorology,Ship
62.177,HLY-04-03 Underway Data,Meteorology,Ship
62.178,Barrow Meteorological Observations 1945-2004,Meteorology,ASOS
62.186,USCGC Healy HLY-04-02 Ship Log - Weather Information,Meteorology,Ship
62.187,NCEP Re-analysis Monthly Mean Data 2001-2004 for SBI Domain (Matlab),Meteorology,
62.188,NCEP Re-analysis 6-Hourly Data 2001-2004 for SBI Domain (Matlab),Meteorology,
62.190,HLY-04-04 Weather Logs and Underway Data,Meteorology,Ship
ML.1626,HLY-02-03 Satellite DMSP and HRPT  Overpass Data,Meteorology,
ML.2823,OHH Nearshore Circulation Modeling Project Database Grand Haven  Data,Meteorology,
