project,archive_ident,title,Acronyms,Acronyms_number
ITEX,56.804,"Summary Files From Boulder Workshop, gur-hedge data",,0
ITEX,56.805,"Summary Files From Boulder Workshop, Evenness Summary Results",,0
ITEX,56.806,"Summary Files From Boulder Workshop, Evenness Graph",,0
ITEX,56.807,"Summary Files From Boulder Workshop, Evenness Data",,0
ITEX,56.808,"Summary Files From Boulder Workshop, Categorical Summary Results",,0
ITEX,56.809,"Summary Files From Boulder Workshop, Berlinor Data",,0
ITEX,56.100,"Seward Peninsula (Forest)-Soil,Air,and Ground Surface Temps",,0
ITEX,56.101,"Seward Peninsula (Forest)-Soil,Air,and Ground Surface Daily Average Temps",,0
ITEX,56.102,"Seward Peninsula (Shrub)-Soil,Air,and Ground Surface Temps",,0
ITEX,56.103,"Seward Peninsula (Shrub)-Soil,Air,and Ground Surface Daily Average Temps",,0
ITEX,56.104,"Seward Peninsula (Tundra)-Soil,Air,and Ground Surface Temps",,0
ITEX,56.105,"Seward Peninsula (Tundra)-Soil,Air,and Ground Surface Daily Average Temps",,0
ITEX,56.001,"Toolik Dry Tundra Ecosystem Flux [Welker, J., J. Fahnestock]",ASCII || ,1
ITEX,56.002,"Toolik Moist Tundra Ecosystem Flux [Welker, J., J. Fahnestock]",ASCII || ,1
ITEX,56.003,"Toolik Inorganic Nitrogen Uptake of Snow Covered Plants [Welker, J., C. Bilbrough]",ASCII || ,1
ITEX,56.004,"Toolik Extractable Soil Nitrogen and Net Nitrogen Mineralization Data [Welker, J., C. Bilbrough]",ASCII || ,1
ITEX,56.902,"Spatial Characteristics of AVHRR-NDVI [Jia, J., H. Epstein, D. Walker]",AVHRR-NDVI || ,1
ITEX,56.958,"Toolik Litter Study [Welker, J., J. Fahnestock]",CO2 || UTC || ,2
ITEX,56.200,"Latnjajaure Site, Effects of Warming on Carex bigelowii Data [Jonsdottir]",OTC || ,1
ITEX,56.2000,"Latnjajaure Site, Effects of Warming on Carex bigelowii Excel Data [Jonsdottir]",OTC || ,1
ITEX,56.201,"Latnjajaure Site, Effects of Warming on Carex bigelowii Species File [Jonsdottir]",ITEX || OTC || ,2
ITEX,56.2010,"Latnjajaure Site, Effects of Warming on Carex Species Data (Excel) [Jonsdottir]",ITEX || OTC || ,2
ITEX,56.210,Simulations with ArcVeg: Broad Growth Form Data [Calef],CCA || ,1
ITEX,56.211,Simulations with ArcVeg: Narrow Growth Form Data [Calef],CCA || ,1
ITEX,56.212,Simulations with ArcVeg: Broad Growth Form Stats [Calef],CCA || ,1
ITEX,56.213,Simulations with ArcVeg: Narrow Growth Form Stats [Calef],CCA || ,1
ITEX,56.214,Simulations with ArcVeg: DCA Default Data [Calef],DCA || ,1
ITEX,56.215,Simulations with ArcVeg: DCA Relativized Data [Calef],DCA || ,1
ITEX,56.216,Simulations with ArcVeg: DCA Weighted Data [Calef],DCA || ,1
ITEX,56.217,US Toolik Site 3: Point Framing Format Data [Ahlquist],,0
ITEX,56.218,US Toolik Site 3: Point Framing Broad Data [Ahlquist],,0
ITEX,56.219,US Toolik Site 3: Point Framing Narrow Data [Ahlquist],,0
ITEX,56.220,US Toolik Site 3: Point Framing Woody Data [Ahlquist],,0
ITEX,56.221,US Toolik Site 3: Point Framing Sample Matrix [Ahlquist],,0
ITEX,56.222,US Toolik Site 3: Point Framing Format Data [Ahlquist],,0
ITEX,56.223,US Toolik Site 3: Point Framing Broad Data [Ahlquist],,0
ITEX,56.224,US Toolik Site 3: Point Framing Narrow Data [Ahlquist],,0
ITEX,56.225,US Toolik Site 3: Point Framing Woody Data [Ahlquist],,0
ITEX,56.226,US Toolik Site 3: Point Framing Sample Matrix [Ahlquist],,0
ITEX,56.227,US Toolik Site 3: Point Framing Old Format Data [Ahlquist],,0
ITEX,56.228,US Toolik Site 3: Point Framing Broad Data -old format [Ahlquist],,0
ITEX,56.229,US Toolik Site 3: Point Framing Narrow Data -old format [Ahlquist],,0
ITEX,56.230,US Toolik Site 3: Point Framing Woody Data -old format [Ahlquist],,0
ITEX,56.231,US Toolik Site 3: Point Framing Sample Matrix -old format [Ahlquist],,0
ITEX,56.232,Toolik Snowfence Experiment: Snow Free Date Data [Walker],,0
ITEX,56.233,Toolik Snowfence Experiment: Active Layer Depth Data [Walker],,0
ITEX,56.234,US Toolik Site 1: Plant Community Data [Walker],,0
ITEX,56.235,Toolik Snowfence Experiment: Plant Phenology Data [Walker],,0
ITEX,56.236,Toolik Snowfence Experiment: Snow Drift Depth Data [Walker],,0
ITEX,56.238,Toolik Snowfence Experiment: Dry Site Arctostaphylos Alpina Data [Walker],,0
ITEX,56.239,Toolik Snowfence Experiment: Dry Site Vaccinium Vitis-Idaea Data [Walker],,0
ITEX,56.240,Toolik Snowfence Experiment: Snowfield Cassiope Tetragona Data [Walker],,0
ITEX,56.241,Toolik Snowfence Experiment: Snowfield Salix Reticulata Data [Walker],,0
ITEX,56.242,Toolik Snowfence Experiment: Snowfield Vaccinium Vitis-Idaea Data [Walker],,0
ITEX,56.243,Toolik Snowfence Experiment: Leaf Area Index Data [Walker],LAI || ,1
ITEX,56.244,Toolik Snowfence Experiment: Normalized Difference Vegetation Index Data [Walker],NDVI || ,1
ITEX,56.300,"US Barrow, Taxon & Species Name Data [Webber]",ITEX || US || ,2
ITEX,56.3000,"US Barrow, Community & Species Excel Data [Webber]",ITEX || US || ,2
ITEX,56.301,"US Barrow, Canopy Height vs. Warming Data [Webber]",ITEX || US || ,2
ITEX,56.302,"US Atqasuk, Canopy Height vs. Warming Data [Webber]",ITEX || US || ,2
ITEX,56.3020,"US Atqasuk, Canopy Height vs. Warming Excel Data [Webber]",ITEX || US || ,2
ITEX,56.320,"US Toolik Site 2, Quantitative Community Data [Bret-Harte]",US || TOOL2 || ,2
ITEX,56.3200,"US Toolik Site 2, Quantitative Community Excel Data [Bret-Harte]",US || TOOL2 || ,2
ITEX,56.321,"US Toolik Site 2, Species Data [Bret-Harte]",US || TOOL2 || ,2
ITEX,56.3210,"US Toolik Site 2, Species Excel Data [Bret-Harte]",US || TOOL2 || ,2
ITEX,56.322,"US Toolik Site 1, Archive Community Data [Walker]",US || TOOL || ,2
ITEX,56.323,"US Toolik Site 1, Wrkshp Community Data [Walker]",ITEX || ,1
ITEX,56.324,"US Toolik Site 1, Archive Community Data [Walker]",US || TOOL || ,2
ITEX,56.325,"US Toolik Site 1, Wrkshp Community Data [Walker]",ITEX || ,1
ITEX,56.326,"US Toolik Site 1, Archive Community Data [Walker]",US || TOOL || ,2
ITEX,56.327,"US Toolik Site 1, Archive Community Data [Walker]",US || TOOL || ,2
ITEX,56.329,"US Toolik Site 1, Wrkshp Community Data [Walker]",ITEX || ,1
ITEX,56.330,"US Toolik Site 1, Species Data [Walker]",ITEX || ,1
ITEX,56.331,"US Toolik Site 2, Cover Community Data [Bret-Harte]",US || TOOL2 || ,2
ITEX,56.3310,"US Toolik Site 2, Cover Community Excel Data [Bret-Harte]",US || TOOL2 || ,2
ITEX,56.332,"US Toolik Site 2, Cover Species Data [Bret-Harte]",US || TOOL2 || ,2
ITEX,56.3320,"US Toolik Site 2, Cover Species Excel Data [Bret-Harte]",US || TOOL2 || ,2
ITEX,56.340,Audkuluheidi Site Community Data [Magnusson],ITEX || OTC || ,2
ITEX,56.3400,Audkuluheidi Site Excel Data [Magnusson],ITEX || OTC || ,2
ITEX,56.341,Audkuluheidi Site Species Data [Magnusson],ITEX || ,1
ITEX,56.342,Thingvellir Site Community Data [Magnusson],ITEX || OTC || ,2
ITEX,56.3420,Thingvellir Site Excel Data [Magnusson],ITEX || OTC || ,2
ITEX,56.343,Thingvellir Site Species Data [Magnusson],ITEX || ,1
ITEX,56.500,Effects of Warming on a High Arctic Ecosystem Plot 1 [Epstein],ITEX || ,1
ITEX,56.5000,High/Low Arctic & Polar Desert Ecosystem Excel Data [Epstein],ITEX || ,1
ITEX,56.501,Effects of Warming on a High Arctic Ecosystem Plot 2 [Epstein],ITEX || ,1
ITEX,56.502,Effects of Warming on a High Arctic Ecosystem Plot 3 [Epstein],ITEX || ,1
ITEX,56.503,Effects of Warming on a High Arctic Ecosystem Plot 4 [Epstein],ITEX || ,1
ITEX,56.504,Effects of Warming on a High Arctic Ecosystem Plot 5 [Epstein],ITEX || ,1
ITEX,56.505,Effects of Warming on a Low Arctic Ecosystem Plot 1 [Epstein],ITEX || ,1
ITEX,56.506,Effects of Warming on a Low Arctic Ecosystem Plot 2 [Epstein],ITEX || ,1
ITEX,56.507,Effects of Warming on a Low Arctic Ecosystem Plot 3 [Epstein],ITEX || ,1
ITEX,56.508,Effects of Warming on a Low Arctic Ecosystem Plot 4 [Epstein],ITEX || ,1
ITEX,56.509,Effects of Warming on a Low Arctic Ecosystem Plot 5 [Epstein],ITEX || ,1
ITEX,56.510,Effects of Warming on a Polar Desert Ecosystem Replicate 1 [Epstein],ITEX || ,1
ITEX,56.511,Effects of Warming on a Polar Desert Ecosystem Replicate 2 [Epstein],ITEX || ,1
ITEX,56.512,Effects of Warming on a Polar Desert Ecosystem Replicate 3 [Epstein],ITEX || ,1
ITEX,56.513,Effects of Warming on a Polar Desert Ecosystem Replicate 4 [Epstein],ITEX || ,1
ITEX,56.514,Effects of Warming on a Polar Desert Ecosystem Replicate 5 [Epstein],ITEX || ,1
ITEX,56.530,Niwot Site Community Data [Suding],ITEX || ,1
ITEX,56.5300,Niwot Site Excel Data [Suding],ITEX || ,1
ITEX,56.531,Niwot Site Species Data [Suding],ITEX || ,1
ITEX,56.600,"Latnjajaure Site, CLIP 3-Control 1 Community Data [Alatalo]",CLIP || ,1
ITEX,56.6000,"Latnjajaure Site, CLIP 3 Excel Data [Alatalo]",CLIP || ,1
ITEX,56.601,"Latnjajaure Site, CLIP 3-Control 2 Community Data [Alatalo]",CLIP || ,1
ITEX,56.602,"Latnjajaure Site, CLIP 3-Control 3 Community Data [Alatalo]",CLIP || ,1
ITEX,56.603,"Latnjajaure Site, CLIP 3-Control 4 Community Data [Alatalo]",CLIP || ,1
ITEX,56.604,"Latnjajaure Site, CLIP 3-Temp 1 Community Data [Alatalo]",CLIP || ,1
ITEX,56.605,"Latnjajaure Site, CLIP 3-Temp 2 Community Data [Alatalo]",CLIP || ,1
ITEX,56.606,"Latnjajaure Site, CLIP 3-Fert 1 Community Data [Alatalo]",CLIP || ,1
ITEX,56.607,"Latnjajaure Site, CLIP 3-Fert 2 Community Data [Alatalo]",CLIP || ,1
ITEX,56.608,"Latnjajaure Site, CLIP 3-TF 1 Community Data [Alatalo]",CLIP || 3-TF || ,2
ITEX,56.609,"Latnjajaure Site, CLIP 3-TF 2 Community Data [Alatalo]",CLIP || 3-TF || ,2
ITEX,56.610,"Latnjajaure Site, CLIP 4-Control 1 Community Data [Alatalo]",CLIP || ,1
ITEX,56.6100,"Latnjajaure Site, CLIP 4 Excel Data [Alatalo]",CLIP || ,1
ITEX,56.611,"Latnjajaure Site, CLIP 4-Control 2 Community Data [Alatalo]",containsCLIP || ,1
ITEX,56.612,"Latnjajaure Site, CLIP 4-Control 3 Community Data [Alatalo]",CLIP || ,1
ITEX,56.613,"Latnjajaure Site, CLIP 4-Control 4 Community Data [Alatalo]",CLIP || ,1
ITEX,56.614,"Latnjajaure Site, CLIP 4-Temp 1 Community Data [Alatalo]",CLIP || ,1
ITEX,56.615,"Latnjajaure Site, CLIP 4-Temp 2 Community Data [Alatalo]",CLIP || ,1
ITEX,56.616,"Latnjajaure Site, CLIP 4-Fert 1 Community Data [Alatalo]",CLIP || ,1
ITEX,56.617,"Latnjajaure Site, CLIP 4-Fert 2 Community Data [Alatalo]",CLIP || ,1
ITEX,56.618,"Latnjajaure Site, CLIP 4-TF 1 Community Data [Alatalo]",CLIP || 4-TF || ,2
ITEX,56.619,"Latnjajaure Site, CLIP 4-TF 2 Community Data [Alatalo]",CLIP || 4-TF || ,2
ITEX,56.620,"Latnjajaure Site, CLIP 2-Control 1 Community Data [Alatalo]",CLIP || ,1
ITEX,56.6200,"Latnjajaure Site, CLIP 2 Excel Data [Alatalo]",CLIP || ,1
ITEX,56.621,"Latnjajaure Site, CLIP 2-Control 2 Community Data [Alatalo]",CLIP || ,1
ITEX,56.622,"Latnjajaure Site, CLIP 2-Control 3 Community Data [Alatalo]",CLIP || ,1
ITEX,56.623,"Latnjajaure Site, CLIP 2-Control 4 Community Data [Alatalo]",CLIP || ,1
ITEX,56.624,"Latnjajaure Site, CLIP 2-Temp 1 Community Data [Alatalo]",CLIP || ,1
ITEX,56.625,"Latnjajaure Site, CLIP 2-Temp 2 Community Data [Alatalo]",CLIP || ,1
ITEX,56.626,"Latnjajaure Site, CLIP 2-Fert 1 Community Data [Alatalo]",CLIP || ,1
ITEX,56.627,"Latnjajaure Site, CLIP 2-Fert 2 Community Data [Alatalo]",CLIP || ,1
ITEX,56.628,"Latnjajaure Site, CLIP 2-TF 1 Community Data [Alatalo]",CLIP || 2-TF || ,2
ITEX,56.629,"Latnjajaure Site, CLIP 2-TF 2 Community Data [Alatalo]",CLIP || 2-TF || ,2
ITEX,56.630,"Latnjajaure Site, CLIP 1-Control 1 Community Data [Alatalo]",CLIP || ,1
ITEX,56.6300,"Latnjajaure Site, CLIP 1 Excel Data [Alatalo]",CLIP || ,1
ITEX,56.631,"Latnjajaure Site, CLIP 1-Control 2 Community Data [Alatalo]",CLIP || ,1
ITEX,56.632,"Latnjajaure Site, CLIP 1-Control 3 Community Data [Alatalo]",CLIP || ,1
ITEX,56.633,"Latnjajaure Site, CLIP 1-Control 4 Community Data [Alatalo]",CLIP || ,1
ITEX,56.634,"Latnjajaure Site, CLIP 1-Temp 1 Community Data [Alatalo]",CLIP || ,1
ITEX,56.635,"Latnjajaure Site, CLIP 1-Temp 2 Community Data [Alatalo]",CLIP || ,1
ITEX,56.636,"Latnjajaure Site, CLIP 1-Fert 1 Community Data [Alatalo]",CLIP || ,1
ITEX,56.637,"Latnjajaure Site, CLIP 1-Fert 2 Community Data [Alatalo]",CLIP || ,1
ITEX,56.638,"Latnjajaure Site, CLIP 1-TF 1 Community Data [Alatalo]",CLIP || 1-TF || ,2
ITEX,56.639,"Latnjajaure Site, CLIP 1-TF 2 Community Data [Alatalo]",CLIP || 1-TF || ,2
ITEX,56.6400,"Latnjajaure Site, PAPP Excel Data [Molau]",PAPP || ,1
ITEX,56.641,"Latnjajaure Site, PAPP Cont 2 Community Data [Molau]",PAPP || ,1
ITEX,56.642,"Latnjajaure Site, PAPP Cont 3 Community Data [Molau]",PAPP || ,1
ITEX,56.643,"Latnjajaure Site, PAPP Cont 4 Community Data [Molau]",PAPP || ,1
ITEX,56.644,"Latnjajaure Site, PAPP OTC 1 Community Data [Molau]",PAPP || OTC || ,2
ITEX,56.645,"Latnjajaure Site, PAPP OTC 2 Community Data [Molau]",PAPP || OTC || ,2
ITEX,56.646,"Latnjajaure Site, PAPP OTC 3 Community Data [Molau]",PAPP || OTC || ,2
ITEX,56.647,"Latnjajaure Site, PAPP OTC 4 Community Data [Molau]",PAPP || OTC || ,2
ITEX,56.650,Finse Site Community Data [Totland],ITEX || ,1
ITEX,56.651,Finse Site Species Data [Totland],ITEX || ,1
ITEX,56.640,"Latnjajaure Site, PAPP Cont 1 Community Data [Molau]",PAPP || ,1
ITEX,56.700,"Svalbard Site Species Data [Robinson, Wookey]",,0
ITEX,56.7000,"Svalbard Site Excel Data [Robinson, Wookey]",,0
ITEX,56.701,"Svalbard Site Community Data [Robinson, Wookey]",,0
ITEX,56.810,NDVI Data [Oberbauer],NDVI || ITEX || ,2
ITEX,56.811,NDVI Excel Data [Oberbauer],NDVI || ITEX || ,2
ITEX,56.812,NDVI Images [Oberbauer],NDVI || ITEX || ,2
ITEX,56.813,Boulder Workshop Clean Datasets [Walker],,0
ITEX,56.900,Toolik Snowfence Experiment: 1995-2000 Moist Site Salix Pulchra Quantitative Data [Walker],,0
ITEX,56.901,Moist Site Vaccinium vitis-idaea Quantitative Data [Walker],,0
ITEX,56.903,Barrow Atqasuk Plot Microclimate [Hollister],ITEX || US || ,2
ITEX,56.904,Barrow Atqasuk Site Climate [Hollister],ITEX || US || ,2
ITEX,56.905,Barrow Atqasuk Plant [Webber],,0
ITEX,56.906,Barrow Atqasuk Community [Webber],ITEX || ,1
ITEX,56.907,Barrow Atqasuk Plot Microclimate [Webber],ITEX || ,1
ITEX,56.908,Barrow Atqasuk Thaw [Webber],ITEX || ,1
ITEX,56.909,Barrow Atqasuk Climate [Webber],ITEX || ,1
ITEX,56.910,Barrow Atqasuk Detailed Plot Microclimate [Webber],ITEX || ,1
ITEX,56.913,Barrow IBP Plot Data [Webber],IBP || ,1
ITEX,56.914,Barrow IBP Plot Info [Webber],IBP || ,1
ITEX,56.915,Barrow IBP Plot Species Info [Webber],IBP || ,1
ITEX,56.916,Barrow IBP Plot Data [Webber],IBP || ,1
ITEX,56.917,Toolik Snowfence Experiment: 1994-2000 Plant Community Data [Walker],ITEX || ,1
ITEX,56.918,Atqasuk RATE Plot Data [Webber],RATE || ,1
ITEX,56.919,Atqasuk RATE Plot Info [Webber],RATE || ,1
ITEX,56.920,Atqasuk RATE Species Info [Webber],RATE || ,1
ITEX,56.921,Atqasuk RATE Plot Data [Webber],RATE || ,1
ITEX,56.924,Barrow Environmental Observatory Database [Webber],BEO || BAR || BASC || ,3
ITEX,56.926,IBP Plot Data For Niwot Ridge [Webber],IBP || ,1
ITEX,56.927,IBP Plot Data For Niwot Ridge [Webber],IBP || ,1
ITEX,56.928,IBP Plot Data For Niwot Ridge [Webber],IBP || ,1
ITEX,56.929,IBP Species for Niwot Ridge [Webber],IBP || ,1
ITEX,56.930,Atqasuk CO2 Fluxes [Oberbauer],ITEX || ASCII || EXCEL || NOTE: || ,4
ITEX,56.9300,Atqasuk CO2 Fluxes (Excel) [Oberbauer],ITEX || NOTE: || EXCEL || ,3
ITEX,56.931,Barrow CO2 Fluxes [Oberbauer],ITEX || ASCII || EXCEL || NOTE: || ,4
ITEX,56.9310,Barrow CO2 Fluxes (Excel) [Oberbauer],ITEX || NOTE: || EXCEL || ,3
ITEX,56.932,Toolik Snow Depth [Oberbauer],ASCII || EXCEL || NOTE: || ,3
ITEX,56.9320,Toolik Snow Depth (Excel) [Oberbauer],NOTE: || EXCEL || ,2
ITEX,56.933,Dry Site Dryas octopetala quantitative data [Walker],,0
ITEX,56.934,Photos of Atqasuk and Barrow ITEX Sites [Webber],ITEX || JPEG || ,2
ITEX,56.935,Photos of Atqasuk and Barrow ITEX Sites [Webber],ITEX || JPEG || ,2
ITEX,56.936,IBP Barrow Topographic Grid Point Data [Webber],IBP || ,1
ITEX,56.937,Moist Site Eriophorum vaginatum leaf data [Walker],,0
ITEX,56.938,Moist Site Eriophorum vaginatum pedicel data [Walker],,0
ITEX,56.939,Flower: fruit ratio data [Walker],ITEX || ,1
ITEX,56.940,Imnavait Creek grid point quadrant measurements [MWalker],ITEX || ,1
ITEX,56.941,Imnavait Creek Plant Species List [MWalker],ITEX || ,1
ITEX,56.942,Toolik Lake species composition [MWalker],ITEX || ,1
ITEX,56.943,NDVI data [Oberbauer],NDVI || NOTE: || ASCII || ,3
ITEX,56.9430,NDVI data (Excel) [Oberbauer],NDVI || NOTE: || EXCEL || ,3
ITEX,56.944,SFO Barrow Fluxes [Oberbauer],ITEX || NOTE: || ASCII || ,3
ITEX,56.9440,SFO Barrow Fluxes (Excel) [Oberbauer],ITEX || NOTE: || EXCEL || ,3
ITEX,56.945,SFO Atqasuk Fluxes [Oberbauer],ITEX || NOTE: || ASCII || ,3
ITEX,56.9450,SFO Atqasuk Fluxes (Excel) [Oberbauer],ITEX || NOTE: || EXCEL || ,3
ITEX,56.946,IBP Microtopographic Grid Photo Barrow (TIF) [Webber],TIF || IBP || ITEX || ,3
ITEX,56.947,IBP Microtopographic Grid Photo Barrow (JPG) [Webber],JPG || IBP || ITEX || ,3
ITEX,56.948,IBP Microtopographic Grid Land Cover Cell Data Barrow [Webber],IBP || ITEX || ,2
ITEX,56.949,IBP Microtopographic Grid Non Vascular Plants Barrow [Webber],IBP || ITEX || ,2
ITEX,56.950,IBP Microtopographic Grid Species Info Barrow [Webber],IBP || ITEX || ,2
ITEX,56.951,IBP Microtopographic Grid Vascular Plants Barrow [Webber],IBP || ITEX || ,2
ITEX,56.952,IBP Microtopographic Grid Vascular Plants Barrow [Webber],IBP || ITEX || ,2
ITEX,56.953,IBP Microtopographic Grid Point Data Barrow [Webber],IBP || ITEX || ,2
ITEX,56.954,Rate Plot Resampling Photos Atqasuk [Webber],RATE || ITEX || ,2
ITEX,56.955,IBP Rate Plot Resampling Photos Barrow [Webber],RATE || ITEX || ,2
ITEX,56.961,Imnavait Creek Grid Winter Snow Depth [Walker],,0
ITEX,56.922,Toolik Lake Belowground Growth Data [Welker],,0
ITEX,56.923,Toolik Lake Aboveground Growth Data [Welker],,0
ITEX,56.956,Eurasian Plant Nutrient Survey [Welker],,0
ITEX,56.957,Thule Ecosystem Flux [Welker],,0
ITEX,56.959,Glacier Respiration and Microbial Biomass [Welker],CO2 || ,1
ITEX,56.960,Toolik Mineral Nutrition [Welker],,0
ITEX,56.962,Toolik Snowfence Experiment: Snow Drift Depth Data [Walker],,0
ITEX,56.237,Toolik Snowfence Experiment: Moist Site Betula Nana Shoot Data [Walker],,0
ITEX,56.328,"US Toolik Site 1, Biomass Community Data [Walker]",ITEX || ,1
ITEX,56.963,"Toolik Snowfence Experiment: 2002 Active Layer Depth [Walker, M.]",,0
ITEX,56.964,"Toolik Snowfence Experiment: 2002 Snow Free Date [Walker, M.]",,0
ITEX,56.965,"Toolik Snowfence Experiment: 2002 Plant Phenology [Walker, M.]",,0
ITEX,56.966,"Toolik Snowfence Experiment: 2002 Snow Drift Depth [Walker, M.]",,0
ITEX,56.967,"Toolik Snowfence Experiment: 2002 Leaf Area Index [Walker, M.]",LAI || ,1
ITEX,56.968,"Toolik Snowfence Experiment: 2002 Normalized Difference Vegetation Index [Walker, M.]",NDVI || ,1
ITEX,56.925,IBP Plot Photos For Niwot Ridge [Webber],IBP || ,1
ITEX,106.313,Barrow Area Remote Sensing - Brw Be Land Cover,ITEX || IBP || ,2
PacMARS,255.001,Integrated Chlorophyll Concentration 1980-1999 [Ashjian] - Preliminary,,0
PacMARS,255.002,Integrated Chlorophyll Concentration 2000-2004 [Ashjian] - Preliminary,,0
PacMARS,255.003,Biomass Data [Grebmeier-Cooper] - Preliminary,,0
PacMARS,255.004,"Permanent open surface water areas in Nenets Autonomous Okrug, Russian Federation [Yamin-Pasternak]",MODIS || GIS || HDF || ,3
PacMARS,255.005,Macrobenthic data from the Chukchi Sea [Blanchard],,0
PacMARS,255.006,Environmental data for Macrobenthic sampling stations in the Chukchi Sea [Blanchard],,0
PacMARS,255.007,Macrobenthic data from Nearshore Prudhoe Bay [Blanchard],AOL || ARL || CFG || ,3
PacMARS,255.008,"Environmental data for Macrobenthic sampling stations in Prudhoe Bay, Beaufort Sea 1974 [Blanchard]",,0
PacMARS,255.009,Macrobenthic data from Bering to Chukchi Sea 1970 to 1974 [Blanchard],,0
PacMARS,255.010,Bowhead Whale Abundance [George],BCBS || ,1
PacMARS,255.011,CTD Summary Data [Okkonen],CTD || ,1
PacMARS,255.012,Walrus Monthly Foraging Utilization Distribution in the Chukchi Sea: 2008-2011 [Jay],,0
PacMARS,255.013,Chukchi Sea Offshore Monitoring in Drilling Area (COMIDA): Chemical and Benthos (CAB) [Dunton],COMIDA || CAB || BOEMRE || PI || ZIP || SQL || PIs || ,7
PacMARS,255.014,LSL2002-23 Macrofauna Data [Bluhm],BA || IR || ,2
PacMARS,255.015,HLY-05-02 Macrofauna Data [Bluhm],IR || BA || II</em> || ,3
PacMARS,255.016,Animida and cAnimida Data [Batelle],ANIMIDA || cANIMIDA || MMS || PAH || SHC || TOC || CTD || POC || DOC || SPMD || CYP1a || FAC || PAR || TSS || ,14
PacMARS,255.017,WEBSEC-72 Trawl Data [Bluhm],WEBSEC || WEBSEC-72 || US || AKST || ,4
PacMARS,255.018,COMIDA Sediment Contaminants [Trefry],PAH || ,1
