project,archive_ident,title,Summary
PacMARS,255.078,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2010),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July 2010. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrate+Nitrite, Ammonium) and delta-O18 (stable oxygen isotope) values.See readme file for additional parameters and data descriptors."
PacMARS,255.079,PacMARS Surface Sediment Parameters (1970-2012),"This dataset contains summary measurements of surface sediment collected at each station for the identified cruise, with parameters (sediment grain size: =0 phi, 1 phi, 2 phi, 3 phi, 4 phi, and =5 phi, 1-4 phi, modal phi size, total organic carbon (TOC), total organic nitrogen (TON), C/N, del-13 carbon (per mil), and del-15 nitrogen (per mil))."
PacMARS,255.080,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2011),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July 2011. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrite+Nitrate, Ammonium) and delta-O18 (stable oxygen isotope) values.See readme file for additional parameters and data descriptors."
PacMARS,255.081,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2012),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July 2012. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrite+Nitrate, Ammonium) and delta-O18 (stable oxygen isotope) values.See readme file for additional parameters and data descriptors."
PacMARS,255.082,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2013),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July 2013. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrate+Nitrite, Ammonium) and delta-O18 (stable oxygen isotope) values.See readme file for additional parameters and data descriptors."
SBI,62.071,Service Group CTD Data (WHP Format),"This data set contains the service group Conductivity, Temperature, Depth (CTD) data in WHP format."
SBI,62.072,Service Group Bottle Data (WHP Format),This data set contains the service group bottle data in WHP format.
SBI,62.073,Service Group CTD Data (WHP Format),"This data set contains the service group Conductivity, Temperature, Depth (CTD) data in WHP format."
SBI,62.074,Service Group Bottle Data (WHP Format),This data set contains the service group bottle data in WHP format.
SBI,62.001,Western Arctic Biomass Data,"This data consists of compiled bethic biomass from the northern Bering, Chukchi, East Siberian and Beaufort seas for input into ArcView, a Geographical Information System (GIS). The data are in Microsoft Access 2000 format. For more information, please see the readme file."
SBI,62.016,Arctic Nutrient Database 1997-1998 (Ruble),"This data set contains water salinity, PO4, SiO3, NO2, NO3, and NH4 content measured at various Arctic stations. For more information, please see the readme file. This data set is in Microsoft Access 2000 format."
SBI,62.136,2002 SBI Cruises - Hydrographic Plots,"This is currently a link to an ftp site containing hydrographic plots from the United States Coast Guard Cutter (USCGC) Healy (HLY) HLY-02-01, HLY-02-03, and the Polar Star AWS-02-1 cruises of 2002. These plots are subject to revision and will be loaded into the EOL data archive database once they are finalized."
SBI,62.132,"HLY-02-01 Hydrographic Data Product, Calculated Parameters","This data set contains additional parameters calculated for bottle samples obtained during the 2002 Spring United States Coast Guard Cutter (USCGC) Healy cruise (HLY-02-01). These additional parameters are Potential Temperature (theta), Potential Density (sigma-theta), Oxygen Percent Saturation, AOU, NO and PO."
SBI,62.000,"Western Arctic Benthic Community Structure and Biomass (MS Access) [Dunton K., J. Grebmeier, D. Maidment]","This dataset consists of compiled benthic biomass from the northern Bering, Chukchi, East Siberian and Beaufort seas for input into ArcView, a Geographical Information System. The data are in Microsoft Access 2000 format. For more information, please see the readme file."
SBI,62.002,"Western Arctic Benthic Community Structure and Biomass [Dunton K., J. Grebmeier, D. Maidment]","This dataset consists of compiled benthic biomass from the northern Bering, Chukchi, East Siberian and Beaufort seas for input into ArcView, a Geographical Information System. The data are in Microsoft Powerpoint. For more information, please see the readme file."
SBI,62.005,"Beaufort Gyre IOEB Data 1992-1998 (Unix format) [Krishfield, R.]","This dataset consists of sensor data collected aboard buoys in the Beaufort sea. The sensor data are prefiltered, combined, adjusted for buoy drift and screened with a Gaussian first difference filter. This dataset exists as 11 tarred UNIX files."
SBI,62.006,"Beaufort Gyre IOEB Data 1992-1998 (DOS format) [Krishfield, R.]","This dataset consists of sensor data collected aboard buoys in the Beaufort sea. The sensor data are prefiltered, combined, adjusted for buoy drift and screened with a Gaussian first difference filter. This dataset exists as 11 DOS formatted zip files."
SBI,62.010,"Direct Measurement of the Boundary Undercurrent along Siberia [Woodgate, R., et al.]","This dataset consists of data from 3 moorings: LM1, LM2, LM3 deployed at the junction of Lomonosov Ridge and the Eurasian continent between the summer of 1995 and the summer of 1996. The data include temperature, salinity, pressure, and speed. Instruments were deployed at multiple depths. Please see the readme file for more information."
